10,东西湖区
1,黄陂区
105,硚口区
28,江汉区
63,东西湖区
6,洪山区
0,黄石市区
70,洪山区
37,新洲区
0,黄石市区
25,孝南区
59,江汉区
3,洪山区
40,东西湖区
3,东西湖区
45,孝南区
0,汉阳区
0,江夏区
16,硚口区
35,经开区
0,黄陂区
7,经开区
7,青山区
2,东西湖区
15,江岸区
0,江岸区
0,江汉区
0,硚口区
0,东西湖区
12,经开区
0,东西湖区
0,经开区
27,江汉区
0,硚口区
0,大冶市
0,洪山区
6,东西湖区
0,江汉区
0,硚口区
0,东西湖区
23,大冶市
11,硚口区
0,天门市
18,汉阳区
56,汉阳区
10,硚口区
2,东西湖区
0,江岸区
41,蔡甸区
3,汉阳区
0,汉川市
4,武昌区
25,黄州区
0,硚口区
0,硚口区
0,蔡甸区
9,武昌区
0,武昌区
0,黄州区
6,黄陂区
0,硚口区
5,武昌区
10,洪山区
0,洪山区
102,黄石市区
0,黄陂区
16,洪山区
0,新洲区
0,孝南区
0,大冶市
2,江汉区
9,经开区
3,硚口区
2,黄陂区
3,江岸区
15,江岸区
0,青山区
1,汉阳区
1,汉阳区
14,黄州区
6,汉阳区
5,硚口区
0,洪山区
0,东西湖区
0,黄陂区
151,江岸区
9,经开区
0,江岸区
0,江夏区
0,东西湖区
0,汉阳区
7,洪山区
4,经开区
0,孝南区
0,江汉区
0,黄石市区
22,硚口区
15,汉阳区
5,经开区
15,武昌区
0,东西湖区
12,青山区
12,武昌区
0,洪山区
34,东西湖区
0,鄂州市
6,汉阳区
8,蔡甸区
0,江岸区
0,洪山区
0,经开区
6,新洲区
0,洪山区
2,江岸区
6,江夏区
0,云梦县
0,硚口区
0,孝南区
0,江夏区
0,黄陂区
4,江岸区
24,黄陂区
0,汉阳区
0,江岸区
4,江岸区
20,江汉区
0,咸安区
0,经开区
3,武昌区
2,江汉区
0,江汉区
0,洪山区
0,汉阳区
0,江岸区
0,经开区
1,汉阳区
0,江夏区
16,武昌区
9,黄陂区
3,江岸区
36,黄陂区
0,经开区
0,新洲区
0,江岸区
0,经开区
3,江夏区
1,新洲区
1,武昌区
0,东西湖区
11,咸安区
0,武昌区
0,青山区
12,硚口区
0,江岸区
32,江夏区
6,汉阳区
0,汉阳区
0,咸安区
0,洪山区
0,咸安区
0,江汉区
0,新洲区
0,江夏区
0,经开区
2,江夏区
2,洪山区
0,黄陂区
0,黄陂区
5,洪山区
0,新洲区
0,鄂州市
24,黄陂区
30,武昌区
1,洪山区
0,东西湖区
18,青山区
0,经开区
0,浠水县
0,洪山区
2,洪山区
16,江岸区
0,黄陂区
0,黄石市区
0,黄州区
3,江岸区
1,江汉区
0,洪山区
7,江岸区
4,硚口区
0,孝南区
0,东西湖区
0,江岸区
0,武昌区
0,武昌区
0,蔡甸区
0,硚口区
0,新洲区
0,江岸区
0,武昌区
0,武昌区
0,江夏区
0,天门市
9,江汉区
0,硚口区
2,洪山区
3,经开区
0,黄陂区
0,黄州区
0,经开区
2,江岸区
4,武昌区
1,武昌区
0,武昌区
1,汉阳区
3,武昌区
0,黄石市区
0,武昌区
0,天门市
1,江岸区
0,汉阳区
3,汉阳区
0,武昌区
0,江岸区
3,硚口区
0,咸安区
0,黄石市区
0,东西湖区
0,东西湖区
0,武昌区
14,蔡甸区
0,洪山区
0,江夏区
0,洪山区
0,江夏区
15,黄州区
0,孝南区
6,黄陂区
0,黄石市区
0,江岸区
0,新洲区
0,青山区
0,经开区
0,东西湖区
0,东西湖区
0,仙桃市
0,东西湖区
2,东西湖区
0,黄陂区
6,洪山区
0,汉阳区
0,经开区
5,黄陂区
6,蔡甸区
0,汉阳区
0,孝南区
0,硚口区
0,武昌区
0,经开区
2,洪山区
0,青山区
0,黄州区
0,黄陂区
0,武昌区
0,江岸区
4,汉阳区
20,黄陂区
0,江岸区
0,江夏区
0,黄石市区
0,鄂州市
0,大冶市
0,江岸区
0,经开区
0,黄陂区
0,洪山区
0,孝昌县
0,新洲区
4,武昌区
3,武昌区
3,黄州区
0,武昌区
0,仙桃市
0,江夏区
12,仙桃市
3,洪山区
11,黄石市区
6,江夏区
0,咸安区
0,黄石市区
0,江岸区
15,孝南区
0,硚口区
0,洪山区
0,江岸区
0,孝南区
0,新洲区
0,青山区
0,武昌区
0,汉阳区
0,经开区
0,江夏区
0,硚口区
4,黄陂区
0,洪山区
0,江夏区
6,东西湖区
0,黄陂区
2,洪山区
10,江岸区
2,硚口区
0,洪山区
0,黄州区
7,洪山区
0,江岸区
0,东西湖区
2,东西湖区
0,武昌区
3,江汉区
0,江夏区
0,黄石市区
8,江岸区
2,经开区
7,洪山区
8,汉阳区
0,仙桃市
0,武昌区
0,江夏区
0,硚口区
0,汉阳区
0,江岸区
0,江汉区
0,黄陂区
0,江岸区
0,汉阳区
0,江汉区
0,武昌区
1,东西湖区
0,新洲区
2,硚口区
0,东西湖区
0,孝南区
0,黄陂区
0,武昌区
0,汉阳区
0,江夏区
0,东西湖区
0,洪山区
0,浠水县
0,汉川市
0,青山区
0,黄陂区
0,汉阳区
1,东西湖区
4,武昌区
0,天门市
0,江汉区
0,经开区
0,硚口区
0,江岸区
0,武昌区
0,汉阳区
0,江岸区
0,江岸区
0,江夏区
0,青山区
5,东西湖区
7,江汉区
0,黄石市区
0,汉阳区
3,江岸区
0,孝南区
0,鄂州市
0,江岸区
0,洪山区
0,江岸区
0,汉阳区
6,硚口区
0,江岸区
2,江岸区
0,汉阳区
0,硚口区
2,江夏区
3,汉阳区
0,武昌区
0,鄂州市
0,黄石市区
0,黄石市区
0,洪山区
0,青山区
0,江夏区
0,江岸区
0,经开区
0,江岸区
0,东西湖区
12,青山区
0,洪山区
0,黄陂区
0,蔡甸区
0,武昌区
0,黄石市区
3,江岸区
0,黄州区
0,新洲区
0,孝南区
0,江汉区
2,青山区
0,洪山区
0,江汉区
0,嘉鱼县
0,黄陂区
0,江岸区
0,汉川市
0,硚口区
0,蔡甸区
0,江汉区
0,大冶市
0,江夏区
0,经开区
0,武昌区
0,硚口区
8,大冶市
0,洪山区
0,孝南区
1,武昌区
0,青山区
0,仙桃市
0,硚口区
0,武昌区
0,硚口区
3,汉阳区
0,洪山区
0,硚口区
0,洪山区
0,汉阳区
0,孝南区
0,江岸区
0,东西湖区
0,汉阳区
0,黄陂区
4,青山区
0,武昌区
1,武昌区
0,咸安区
0,江岸区
0,黄石市区
5,团风县
0,江岸区
0,江夏区
0,武昌区
0,洪山区
7,汉阳区
0,硚口区
0,江夏区
0,洪山区
0,汉阳区
0,仙桃市
0,武昌区
0,咸安区
0,浠水县
0,武昌区
0,硚口区
0,洪山区
0,大冶市
0,鄂州市
0,洪山区
0,武昌区
4,经开区
0,鄂州市
0,浠水县
0,江夏区
0,新洲区
5,东西湖区
0,仙桃市
0,洪山区
0,江夏区
0,洪山区
0,武昌区
0,仙桃市
0,云梦县
0,硚口区
2,江夏区
3,江夏区
0,江夏区
0,江汉区
0,洪山区
4,孝南区
0,武昌区
0,东西湖区
0,孝昌县
0,硚口区
0,江夏区
0,仙桃市
0,洪山区
0,武昌区
0,洪山区
0,硚口区
0,孝南区
14,黄陂区
0,经开区
1,汉阳区
0,汉阳区
0,洪山区
0,汉川市
0,江夏区
0,鄂州市
5,江岸区
0,大冶市
0,天门市
0,孝南区
0,大冶市
0,武昌区
6,蔡甸区
0,黄陂区
0,硚口区
0,新洲区
482,武昌区
12,孝南区
0,大冶市
14,经开区
1,江汉区
0,江夏区
0,嘉鱼县
0,孝南区
0,洪山区
0,团风县
2,经开区
0,汉阳区
0,汉阳区
1,武昌区
0,硚口区
0,江汉区
8,江岸区
0,汉阳区
0,团风县
9,武昌区
0,咸安区
5,武昌区
0,新洲区
0,汉川市
0,东西湖区
0,江夏区
0,江夏区
0,黄石市区
0,江岸区
0,经开区
6,洪山区
4,江夏区
3,咸安区
0,汉阳区
0,浠水县
1,洪山区
0,硚口区
0,黄州区
0,汉阳区
0,江夏区
0,江岸区
2,汉阳区
0,黄石市区
5,武昌区
0,江岸区
0,硚口区
0,蔡甸区
5,硚口区
9,硚口区
0,黄石市区
0,东西湖区
0,天门市
0,新洲区
0,汉阳区
0,江夏区
0,江岸区
0,青山区
0,武昌区
0,汉阳区
0,江夏区
0,咸安区
10,汉阳区
0,武昌区
0,汉阳区
0,咸安区
0,江夏区
0,团风县
5,武昌区
0,汉阳区
0,洪山区
0,经开区
2,武昌区
0,经开区
7,青山区
0,蔡甸区
0,新洲区
0,孝南区
0,汉阳区
0,经开区
0,仙桃市
0,咸安区
0,洪山区
0,武昌区
0,孝南区
2,汉阳区
0,洪山区
0,东西湖区
0,洪山区
0,鄂州市
0,洪山区
1,新洲区
2,硚口区
0,江岸区
0,洪山区
7,江岸区
0,大冶市
0,咸安区
0,青山区
0,东西湖区
1,江岸区
0,黄石市区
0,江岸区
0,孝南区
0,江汉区
0,洪山区
0,仙桃市
0,硚口区
6,江岸区
0,武昌区
0,东西湖区
0,孝南区
0,江夏区
0,鄂州市
2,洪山区
3,洪山区
0,仙桃市
0,大冶市
0,武昌区
0,江夏区
0,孝南区
0,硚口区
0,洪山区
0,硚口区
2,武昌区
0,天门市
3,东西湖区
0,黄州区
0,东西湖区
0,天门市
0,江夏区
0,经开区
0,武昌区
0,江夏区
0,江岸区
0,黄石市区
0,汉川市
0,江夏区
0,江岸区
0,经开区
0,硚口区
0,江夏区
6,洪山区
0,黄石市区
5,黄州区
3,江岸区
0,东西湖区
0,青山区
0,汉阳区
0,江汉区
0,经开区
0,江汉区
0,东西湖区
0,洪山区
0,洪山区
0,汉阳区
0,黄陂区
1,武昌区
0,江夏区
0,洪山区
0,青山区
0,经开区
0,经开区
0,武昌区
1,青山区
0,经开区
0,洪山区
0,洪山区
3,武昌区
0,咸安区
0,洪山区
0,江岸区
0,江夏区
0,大冶市
2,汉阳区
0,江夏区
0,孝南区
0,江夏区
0,洪山区
0,洪山区
0,汉阳区
0,江岸区
0,黄州区
1,青山区
0,硚口区
6,硚口区
0,新洲区
0,黄陂区
0,咸安区
0,江夏区
0,洪山区
6,江岸区
0,洪山区
0,洪山区
0,江岸区
0,江夏区
0,洪山区
0,硚口区
0,蔡甸区
0,孝南区
0,青山区
0,武昌区
4,云梦县
0,咸安区
0,江岸区
0,东西湖区
0,经开区
2,云梦县
0,江夏区
0,汉阳区
0,黄陂区
0,江夏区
0,咸安区
0,黄州区
0,硚口区
3,仙桃市
8,经开区
0,江夏区
0,硚口区
0,仙桃市
0,孝南区
0,汉川市
0,大冶市
0,天门市
0,黄陂区
10,洪山区
0,硚口区
0,洪山区
0,江汉区
0,黄石市区
0,浠水县
0,黄陂区
0,经开区
0,孝南区
0,江汉区
10,经开区
0,武昌区
0,黄陂区
0,新洲区
0,咸安区
0,江夏区
0,洪山区
0,青山区
0,东西湖区
0,江岸区
4,硚口区
0,新洲区
0,江夏区
4,江汉区
0,汉阳区
0,黄州区
0,青山区
0,孝南区
0,黄陂区
0,东西湖区
0,江夏区
0,黄石市区
0,青山区
1,青山区
2,经开区
0,汉阳区
0,江夏区
0,黄州区
0,鄂州市
0,硚口区
0,江岸区
0,大冶市
0,孝南区
5,黄石市区
0,咸安区
0,嘉鱼县
0,新洲区
0,团风县
0,孝南区
0,云梦县
0,黄石市区
0,东西湖区
0,咸安区
1,青山区
0,新洲区
0,孝南区
0,孝昌县
0,青山区
0,蔡甸区
0,汉阳区
0,洪山区
0,青山区
0,江岸区
0,黄州区
6,汉阳区
4,黄陂区
0,新洲区
0,汉川市
0,仙桃市
0,经开区
0,洪山区
0,洪山区
0,东西湖区
0,黄石市区
0,孝南区
0,江夏区
0,黄陂区
0,经开区
0,汉阳区
2,蔡甸区
1,武昌区
0,东西湖区
0,孝南区
0,硚口区
0,东西湖区
0,大冶市
0,黄州区
0,大冶市
0,武昌区
0,洪山区
0,黄陂区
2,新洲区
0,天门市
0,鄂州市
0,武昌区
0,江汉区
0,武昌区
0,孝昌县
0,黄州区
0,鄂州市
0,江汉区
0,仙桃市
0,东西湖区
0,鄂州市
1,新洲区
0,黄陂区
0,洪山区
0,江夏区
1,江岸区
0,洪山区
0,新洲区
0,洪山区
6,大冶市
0,洪山区
0,鄂州市
0,仙桃市
0,江岸区
0,仙桃市
0,硚口区
0,鄂州市
0,汉阳区
0,东西湖区
0,武昌区
0,洪山区
0,黄石市区
0,洪山区
0,经开区
0,江岸区
0,洪山区
0,汉阳区
0,江夏区
0,黄州区
0,仙桃市
0,汉阳区
2,洪山区
0,江夏区
0,洪山区
0,汉阳区
0,江岸区
0,新洲区
0,鄂州市
0,黄石市区
0,仙桃市
0,江夏区
15,洪山区
5,汉阳区
0,武昌区
1,武昌区
2,咸安区
0,青山区
0,洪山区
0,硚口区
0,洪山区
0,蔡甸区
0,武昌区
0,咸安区
0,咸安区
0,蔡甸区
0,黄陂区
3,黄石市区
0,经开区
0,鄂州市
0,经开区
0,汉阳区
0,江夏区
0,天门市
0,青山区
0,东西湖区
0,硚口区
0,经开区
0,江汉区
0,黄石市区
0,洪山区
0,汉阳区
0,汉阳区
0,汉川市
0,硚口区
0,天门市
0,汉阳区
0,天门市
0,青山区
0,东西湖区
0,硚口区
0,武昌区
0,东西湖区
0,经开区
0,鄂州市
4,江夏区
0,天门市
0,武昌区
0,青山区
0,黄州区
0,黄石市区
0,天门市
0,江岸区
0,江夏区
0,咸安区
0,黄石市区
0,东西湖区
0,武昌区
0,洪山区
1,孝南区
0,江岸区
0,黄陂区
0,鄂州市
0,天门市
0,东西湖区
0,新洲区
0,黄陂区
0,江岸区
0,团风县
0,硚口区
0,孝南区
0,汉阳区
0,洪山区
0,大冶市
0,硚口区
0,汉阳区
0,汉阳区
0,天门市
0,新洲区
1,经开区
0,洪山区
0,大冶市
5,洪山区
4,经开区
0,云梦县
0,汉阳区
0,洪山区
0,江岸区
0,咸安区
0,江夏区
0,青山区
0,江夏区
0,仙桃市
3,孝南区
0,江岸区
0,汉阳区
0,咸安区
0,东西湖区
0,东西湖区
0,经开区
0,洪山区
2,汉阳区
7,武昌区
0,东西湖区
0,天门市
0,汉川市
0,鄂州市
0,孝南区
0,天门市
0,黄石市区
0,硚口区
0,黄陂区
0,汉阳区
0,东西湖区
0,洪山区
0,黄州区
0,东西湖区
0,青山区
3,洪山区
0,洪山区
0,江岸区
1,硚口区
0,天门市
0,新洲区
0,孝南区
0,硚口区
6,黄石市区
0,黄州区
0,江汉区
0,洪山区
0,孝南区
0,孝南区
0,硚口区
4,汉阳区
0,天门市
9,江汉区
0,江岸区
7,黄石市区
0,汉阳区
0,洪山区
0,孝南区
0,黄石市区
0,洪山区
0,江夏区
0,江夏区
0,经开区
0,东西湖区
0,黄州区
0,团风县
0,黄石市区
0,孝南区
0,汉阳区
0,黄石市区
0,汉阳区
0,汉川市
0,孝南区
0,汉阳区
0,硚口区
0,硚口区
0,硚口区
0,青山区
0,黄州区
0,江夏区
4,江汉区
2,汉阳区
2,青山区
0,鄂州市
0,汉川市
0,武昌区
0,江夏区
1,汉阳区
0,天门市
0,蔡甸区
0,黄石市区
0,汉川市
0,鄂州市
4,新洲区
0,鄂州市
0,经开区
0,硚口区
0,洪山区
0,硚口区
