77,江夏区
139,经开区
334,东西湖区
99,经开区
257,经开区
78,经开区
54,经开区
1633,江岸区
463,经开区
906,经开区
26,汉阳区
0,新洲区
324,经开区
6,经开区
108,经开区
20,经开区
148,江岸区
0,汉阳区
0,硚口区
849,经开区
273,江夏区
203,经开区
100,经开区
5213,洪山区
107,经开区
1131,经开区
958,江夏区
199,经开区
0,经开区
500,东西湖区
0,经开区
145,经开区
0,经开区
160,江夏区
219,经开区
703,经开区
388,孝南区
234,经开区
415,江夏区
58,江岸区
173,东西湖区
442,经开区
981,经开区
465,蔡甸区
238,经开区
452,江夏区
274,经开区
75,江岸区
101,经开区
88,蔡甸区
412,仙桃市
665,经开区
18,江岸区
137,江夏区
503,蔡甸区
0,经开区
444,江夏区
52,蔡甸区
23,经开区
168,洪山区
92,洪山区
342,东西湖区
551,江夏区
255,东西湖区
508,东西湖区
271,经开区
1281,经开区
504,经开区
757,武昌区
21,黄陂区
43,江夏区
53,经开区
158,经开区
89,经开区
147,新洲区
102,经开区
381,经开区
47,东西湖区
339,经开区
149,汉阳区
26,蔡甸区
546,经开区
3,蔡甸区
637,经开区
913,东西湖区
831,江夏区
0,江夏区
162,江岸区
140,经开区
91,江夏区
212,经开区
236,经开区
345,蔡甸区
106,江夏区
109,江夏区
78,蔡甸区
280,经开区
292,经开区
294,经开区
62,江夏区
15,新洲区
506,东西湖区
548,江夏区
58,经开区
21,经开区
52,蔡甸区
120,江夏区
0,江夏区
98,江夏区
16,蔡甸区
111,蔡甸区
58,蔡甸区
64,经开区
177,江岸区
93,经开区
211,经开区
19,江夏区
106,经开区
149,经开区
185,蔡甸区
1,蔡甸区
152,经开区
173,江夏区
0,经开区
694,江岸区
169,孝南区
151,经开区
62,新洲区
61,蔡甸区
361,经开区
80,蔡甸区
215,经开区
39,经开区
32,江岸区
33,蔡甸区
858,咸安区
1751,经开区
0,江岸区
1,蔡甸区
28,经开区
66,经开区
38,经开区
36,江夏区
0,蔡甸区
42,经开区
55,经开区
1268,蔡甸区
50,经开区
24,汉阳区
16,经开区
248,经开区
6,蔡甸区
17,汉阳区
106,蔡甸区
536,经开区
3,经开区
6,经开区
126,江夏区
74,蔡甸区
62,蔡甸区
90,江夏区
14,汉阳区
673,经开区
352,经开区
430,经开区
1,江夏区
12,蔡甸区
55,江夏区
0,蔡甸区
37,蔡甸区
19,蔡甸区
10,经开区
113,经开区
99,经开区
3,江夏区
155,蔡甸区
46,经开区
122,经开区
0,经开区
53,经开区
7,蔡甸区
293,蔡甸区
22,江夏区
78,江夏区
95,蔡甸区
30,蔡甸区
38,经开区
37,蔡甸区
0,经开区
116,江岸区
23,经开区
43,蔡甸区
19,经开区
202,经开区
0,蔡甸区
575,蔡甸区
0,蔡甸区
0,蔡甸区
46,江夏区
53,蔡甸区
0,蔡甸区
146,江夏区
617,经开区
68,蔡甸区
307,经开区
3,洪山区
0,蔡甸区
34,经开区
47,经开区
0,蔡甸区
93,蔡甸区
179,经开区
2,江岸区
172,经开区
89,经开区
12,江岸区
21,经开区
0,蔡甸区
59,经开区
0,蔡甸区
17,经开区
0,洪山区
0,经开区
0,江夏区
0,蔡甸区
19,蔡甸区
42,经开区
0,经开区
33,蔡甸区
16,经开区
0,蔡甸区
19,东西湖区
27,经开区
63,江岸区
91,江夏区
0,黄陂区
0,咸安区
20,江夏区
70,东西湖区
44,经开区
0,蔡甸区
92,经开区
0,经开区
12,经开区
78,蔡甸区
25,经开区
22,经开区
36,经开区
2,经开区
0,江夏区
160,蔡甸区
0,江夏区
20,江夏区
10,汉阳区
0,新洲区
0,经开区
35,蔡甸区
20,经开区
51,江岸区
0,蔡甸区
20,蔡甸区
0,经开区
20,蔡甸区
0,新洲区
22,东西湖区
11,江夏区
19,洪山区
15,汉阳区
35,经开区
13,黄陂区
69,江夏区
0,经开区
46,经开区
25,江夏区
0,蔡甸区
3,江岸区
0,洪山区
34,江夏区
27,经开区
16,江夏区
1,硚口区
38,经开区
40,江夏区
1,蔡甸区
0,经开区
10,经开区
15,经开区
0,经开区
3,江夏区
80,蔡甸区
0,经开区
13,蔡甸区
8,经开区
6,江岸区
0,江夏区
6,江夏区
8,经开区
46,经开区
36,经开区
7,江夏区
4,蔡甸区
44,经开区
19,经开区
4,经开区
22,经开区
0,经开区
6,经开区
0,经开区
14,经开区
15,经开区
0,蔡甸区
0,经开区
0,江岸区
3,经开区
174,蔡甸区
0,黄陂区
1,江夏区
0,江夏区
9,蔡甸区
0,江岸区
0,经开区
25,蔡甸区
0,经开区
13,蔡甸区
9,蔡甸区
0,蔡甸区
0,孝南区
29,蔡甸区
2,江夏区
6,江夏区
0,蔡甸区
29,蔡甸区
26,云梦县
25,经开区
13,蔡甸区
0,经开区
530,东西湖区
6,蔡甸区
12,江岸区
2,蔡甸区
0,蔡甸区
0,新洲区
0,江夏区
2,经开区
11,新洲区
2,蔡甸区
0,经开区
24,东西湖区
0,蔡甸区
0,蔡甸区
0,经开区
0,汉阳区
0,蔡甸区
8,经开区
15,江岸区
2,蔡甸区
0,经开区
10,蔡甸区
0,蔡甸区
0,江夏区
0,经开区
3,经开区
0,黄陂区
20,蔡甸区
12,经开区
12,经开区
0,蔡甸区
19,蔡甸区
8,蔡甸区
0,江夏区
0,蔡甸区
24,经开区
1,黄陂区
0,蔡甸区
6,经开区
126,经开区
3,蔡甸区
3,汉阳区
0,经开区
0,江岸区
20,蔡甸区
0,经开区
0,江岸区
4,经开区
10,东西湖区
2,汉阳区
86,经开区
32,经开区
0,经开区
0,经开区
24,江夏区
0,青山区
8,经开区
2,黄陂区
0,经开区
1,江岸区
47,经开区
0,经开区
4,汉阳区
0,江岸区
3,江岸区
0,青山区
0,经开区
0,江夏区
11,经开区
0,黄陂区
0,新洲区
0,东西湖区
0,经开区
0,经开区
13,经开区
0,江岸区
1,经开区
7,经开区
0,经开区
2,江岸区
8,经开区
0,经开区
0,经开区
0,蔡甸区
6,经开区
0,江夏区
0,蔡甸区
0,蔡甸区
0,蔡甸区
9,蔡甸区
4,经开区
0,蔡甸区
0,东西湖区
0,黄陂区
1,蔡甸区
0,经开区
6,经开区
15,蔡甸区
79,经开区
0,黄陂区
0,经开区
0,汉阳区
0,蔡甸区
4,蔡甸区
0,蔡甸区
0,新洲区
0,经开区
6,江夏区
1,经开区
0,蔡甸区
2,经开区
13,经开区
0,新洲区
0,经开区
217,江岸区
2,新洲区
6,经开区
0,蔡甸区
1,经开区
5,蔡甸区
3,江夏区
0,经开区
1,新洲区
0,蔡甸区
13,经开区
3,蔡甸区
0,蔡甸区
0,青山区
7,经开区
0,蔡甸区
0,新洲区
0,东西湖区
0,新洲区
0,青山区
0,洪山区
5,江夏区
85,经开区
1,蔡甸区
0,经开区
6,蔡甸区
0,经开区
0,经开区
0,蔡甸区
1,经开区
0,经开区
4,经开区
1,经开区
0,江夏区
0,新洲区
1,蔡甸区
0,经开区
1,江岸区
0,蔡甸区
1,经开区
8,蔡甸区
0,江夏区
0,经开区
6,蔡甸区
0,江夏区
12,江夏区
30,蔡甸区
0,经开区
0,黄陂区
0,新洲区
38,经开区
0,江夏区
0,蔡甸区
7,经开区
0,经开区
0,蔡甸区
0,江夏区
6,经开区
4,经开区
0,蔡甸区
0,经开区
0,经开区
8,经开区
0,经开区
19,经开区
0,蔡甸区
0,江岸区
0,新洲区
0,仙桃市
88,经开区
0,汉阳区
1,经开区
28,蔡甸区
0,江夏区
0,蔡甸区
2,经开区
1,江夏区
70,江夏区
0,经开区
0,黄陂区
0,经开区
0,蔡甸区
0,蔡甸区
1,江夏区
0,咸安区
0,黄石市区
0,蔡甸区
0,江夏区
0,经开区
0,江夏区
0,咸安区
0,大冶市
4,蔡甸区
0,江岸区
0,江夏区
0,经开区
19,江夏区
4,新洲区
0,蔡甸区
28,新洲区
0,蔡甸区
0,经开区
0,江汉区
5,经开区
0,江岸区
0,蔡甸区
2,洪山区
0,经开区
1,经开区
0,汉阳区
0,经开区
0,经开区
0,东西湖区
36,蔡甸区
0,青山区
0,江岸区
2,江岸区
0,经开区
0,硚口区
0,经开区
0,青山区
3,蔡甸区
0,新洲区
0,蔡甸区
0,黄陂区
0,蔡甸区
0,江岸区
0,蔡甸区
0,青山区
0,蔡甸区
0,经开区
0,经开区
0,经开区
0,蔡甸区
0,蔡甸区
0,经开区
0,蔡甸区
0,汉阳区
0,汉阳区
0,江夏区
0,经开区
0,经开区
0,经开区
0,新洲区
0,汉阳区
0,汉阳区
0,汉阳区
0,经开区
0,蔡甸区
0,江夏区
0,经开区
1,经开区
0,江夏区
0,新洲区
1,经开区
0,蔡甸区
0,经开区
0,汉阳区
0,江夏区
0,蔡甸区
0,经开区
0,汉阳区
0,经开区
0,经开区
0,经开区
21,经开区
0,蔡甸区
0,新洲区
2,经开区
0,黄陂区
0,孝南区
0,大冶市
0,黄陂区
0,新洲区
0,江夏区
1,经开区
0,经开区
0,黄陂区
0,天门市
0,江夏区
0,黄陂区
0,新洲区
1,青山区
0,经开区
0,经开区
0,江岸区
0,蔡甸区
0,黄陂区
0,经开区
0,大冶市
0,蔡甸区
0,经开区
0,蔡甸区
0,江岸区
0,黄陂区
0,新洲区
0,青山区
0,黄陂区
0,经开区
0,蔡甸区
0,浠水县
0,仙桃市
0,经开区
0,天门市
0,经开区
0,江汉区
0,蔡甸区
0,黄石市区
0,新洲区
22,蔡甸区
3,新洲区
0,云梦县
0,江夏区
0,咸安区
0,天门市
20,蔡甸区
14,江夏区
34,蔡甸区
26,江汉区
0,江岸区
16,经开区
31,蔡甸区
3,经开区
0,蔡甸区
0,蔡甸区
2,江岸区
40,经开区
17,江夏区
0,江岸区
0,经开区
6,蔡甸区
0,青山区
0,浠水县
0,硚口区
0,汉阳区
8,经开区